Entry	Gene names	Entry name	Cross-reference (GeneID)
Q9NR09	BIRC6 KIAA1289	BIRC6_HUMAN	57448
O14519	CDK2AP1 CDKAP1 DOC1	CDKA1_HUMAN	8099
O75843	AP1G2	AP1G2_HUMAN	8906
Q5K131	CLLU1	CLLU1_HUMAN	
P60006	ANAPC15 C11orf51 HSPC020	APC15_HUMAN	25906
Q96KH6	C18orf12	CR012_HUMAN	
Q7Z4B0	LINC00305 C18orf20 NCRNA00305	CR020_HUMAN	
Q9Y2I7	PIKFYVE KIAA0981 PIP5K3	FYV1_HUMAN	200576
O75947	ATP5PD ATP5H My032	ATP5H_HUMAN	10476
P30542	ADORA1	AA1R_HUMAN	134
P50238	CRIP1 CRIP CRP1	CRIP1_HUMAN	1396
A6QL64	ANKRD36 ANKRD36A KIAA1641 UNQ2430/PRO499	AN36A_HUMAN	
Q4L235	AASDH ACSF4 U26 HSPC318	ACSF4_HUMAN	132949
P30154	PPP2R1B	2AAB_HUMAN	5519
Q9UGJ0	PRKAG2	AAKG2_HUMAN	51422
P62736	ACTA2 ACTSA ACTVS GIG46	ACTA_HUMAN	59
P16860	NPPB	ANFB_HUMAN	4879
P23582	NPPC CNP2	ANFC_HUMAN	4880
Q9Y5C1	ANGPTL3 ANGPT5 UNQ153/PRO179	ANGL3_HUMAN	27329
Q99873	PRMT1 HMT2 HRMT1L2 IR1B4	ANM1_HUMAN	3276
Q5VUY0	AADACL3	ADCL3_HUMAN	126767
P04083	ANXA1 ANX1 LPC1	ANXA1_HUMAN	301
Q9NYB9	ABI2 ARGBPIA	ABI2_HUMAN	10152
Q96NW4	ANKRD27 PP12899	ANR27_HUMAN	84079
Q96P26	NT5C1B AIRP FKSG85	5NT1B_HUMAN	100526794
Q53RE8	ANKRD39 HSPC200	ANR39_HUMAN	51239
Q13085	ACACA ACAC ACC1 ACCA	ACACA_HUMAN	31
Q92466	DDB2	DDB2_HUMAN	1643
Q9Y3B6	EMC9 C14orf122 FAM158A CGI-112	EMC9_HUMAN	51016
O94830	DDHD2 KIAA0725 SAMWD1	DDHD2_HUMAN	23259
P23415	GLRA1	GLRA1_HUMAN	2741
P22607	FGFR3 JTK4	FGFR3_HUMAN	2261
O75369	FLNB FLN1L FLN3 TABP TAP	FLNB_HUMAN	2317
Q13643	FHL3 SLIM2	FHL3_HUMAN	2275
B3EWG3	FAM25A	FM25A_HUMAN	100133093
Q92771	DDX12P CHLR2 DDX12	DDX12_HUMAN	
A6NHG4	DDTL	DDTL_HUMAN	100037417
Q49A17	GALNTL6 GALNT17	GLTL6_HUMAN	442117
Q96FN9	DTD2 C14orf126	DTD2_HUMAN	112487
Q9UHL0	DDX25 GRTH	DDX25_HUMAN	29118
Q4VC44	FLYWCH1 KIAA1552	FWCH1_HUMAN	84256
Q6P995	FAM171B KIAA1946 NPD019	F171B_HUMAN	165215
Q3ZCQ3	FAM174B	F174B_HUMAN	400451
Q96ME1	FBXL18 FBL18	FXL18_HUMAN	
Q8IWN6	FAM223A CXorf52 LINC00204A NCRNA00204	F223A_HUMAN	
A6NKX1	FAM223B CXorf52B LINC00204B	F223B_HUMAN	
Q8NBA8	DTWD2	DTWD2_HUMAN	285605
A6H8Z2	FAM221B C9orf128	F221B_HUMAN	392307
Q9Y5Q0	FADS3 CYB5RP	FADS3_HUMAN	3995
Q8NEJ0	DUSP18 LMWDSP20	DUS18_HUMAN	150290
Q9BTP7	FAAP24 C19orf40	FAP24_HUMAN	91442
Q7L8L6	FASTKD5 KIAA1792	FAKD5_HUMAN	60493
Q8TAV0	FAM76A	FA76A_HUMAN	199870
Q9Y421	FAM32A OTAG12 CGI-144	FA32A_HUMAN	26017
P08588	ADRB1 ADRB1R B1AR	ADRB1_HUMAN	153
Q8TE57	ADAMTS16 KIAA2029	ATS16_HUMAN	170690
Q96GD4	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	AURKB_HUMAN	9212
Q5T9G4	ARMC12 C6orf81	ARM12_HUMAN	221481
Q9Y4W6	AFG3L2	AFG32_HUMAN	10939
O95180	CACNA1H	CAC1H_HUMAN	8912
C9J202	ALG1L2	AG1L2_HUMAN	644974
Q5KU26	COLEC12 CLP1 NSR2 SCARA4 SRCL	COL12_HUMAN	81035
Q5T0J3	C1orf220	CA220_HUMAN	
O60909	B4GALT2	B4GT2_HUMAN	8704
Q07002	CDK18 PCTAIRE3 PCTK3	CDK18_HUMAN	5129
P09919	CSF3 C17orf33 GCSF	CSF3_HUMAN	1440
A6NM45	CLDN24 CLDN21	CLD24_HUMAN	100132463
Q96BJ3	AIDA C1orf80	AIDA_HUMAN	64853
P24941	CDK2 CDKN2	CDK2_HUMAN	1017
Q5SYC1	CLVS2 C6orf212 C6orf213 RLBP1L2	CLVS2_HUMAN	134829
Q6HA08	ASTL	ASTL_HUMAN	431705
O14525	ASTN1 ASTN KIAA0289	ASTN1_HUMAN	460
P0C843	LINC00032 C9orf14 NCRNA00032	CI014_HUMAN	
L0R819	ASDURF	ASURF_HUMAN	
Q5QGZ9	CLEC12A CLL1 DCAL2 MICL	CL12A_HUMAN	160364
A5D8T8	CLEC18A MRLP2	CL18A_HUMAN	348174
Q9UKT6	FBXL21P FBL21 FBL3 FBXL21 FBXL3B FBXL3P	FXL21_HUMAN	
Q9NYJ1	COA4 CHCHD8 E2IG2	COA4_HUMAN	51287
Q96F83	CLBA1 C14orf79	CLBA1_HUMAN	122616
A6NEQ2	FAM181B	F181B_HUMAN	220382
Q96FN4	CPNE2	CPNE2_HUMAN	221184
Q96A23	CPNE4	CPNE4_HUMAN	131034
Q14CN2	CLCA4 CaCC2 UNQ562/PRO1124	CLCA4_HUMAN	22802
Q6DCA0	AMMECR1L	AMERL_HUMAN	83607
Q16671	AMHR2 AMHR MISR2	AMHR2_HUMAN	269
Q8WYQ3	CHCHD10 C22orf16	CHC10_HUMAN	400916
Q13315	ATM	ATM_HUMAN	472
Q96AP0	ACD PIP1 PTOP TINT1 TPP1	ACD_HUMAN	65057
Q68CJ9	CREB3L3 CREBH HYST1481	CR3L3_HUMAN	84699
O60519	CREBL2	CRBL2_HUMAN	1389
P08697	SERPINF2 AAP PLI	A2AP_HUMAN	5345
Q15822	CHRNA2	ACHA2_HUMAN	1135
P54107	CRISP1 AEGL1	CRIS1_HUMAN	167
Q9NZV1	CRIM1 S52 UNQ1886/PRO4330	CRIM1_HUMAN	51232
Q9Y614	ACTL7B	ACL7B_HUMAN	10880
Q8IVF6	ANKRD18A KIAA2015	AN18A_HUMAN	253650
Q5CZ79	ANKRD20A8P ANKRD20B	AN20B_HUMAN	
Q13131	PRKAA1 AMPK1	AAPK1_HUMAN	5562
Q8IUI8	CRLF3 CREME9 CRLM9 CYTOR4 P48	CRLF3_HUMAN	51379
Q00005	PPP2R2B	2ABB_HUMAN	5521
P00505	GOT2	AATM_HUMAN	2806
Q9UBG3	CRNN C1orf10 DRC1 PDRC1 SEP53	CRNN_HUMAN	49860
Q99424	ACOX2	ACOX2_HUMAN	8309
Q8NER5	ACVR1C ALK7	ACV1C_HUMAN	130399
Q7Z5J8	ANKAR	ANKAR_HUMAN	150709
Q99758	ABCA3 ABC3	ABCA3_HUMAN	21
P25100	ADRA1D ADRA1A	ADA1D_HUMAN	146
O75689	ADAP1 CENTA1	ADAP1_HUMAN	11033
O43306	ADCY6 KIAA0422	ADCY6_HUMAN	112
Q99965	ADAM2 FTNB	ADAM2_HUMAN	2515
P20711	DDC AADC	DDC_HUMAN	1644
P08912	CHRM5	ACM5_HUMAN	1133
Q8NC06	ACBD4 HMFT0700	ACBD4_HUMAN	79777
Q6PGQ1	DRICH1 C22orf43	DRIC1_HUMAN	51233
Q8N441	FGFRL1 FGFR5 FHFR UNQ480/PRO943	FGRL1_HUMAN	53834
Q5T1H1	EYS C6orf178 C6orf179 C6orf180 EGFL10 EGFL11 SPAM UNQ9424/PRO34591	EYS_HUMAN	346007
Q6IAN0	DHRS7B SDR32C1 CGI-93 UNQ212/PRO238	DRS7B_HUMAN	25979
Q92499	DDX1	DDX1_HUMAN	1653
Q96A29	SLC35C1 FUCT1	FUCT1_HUMAN	55343
Q13206	DDX10	DDX10_HUMAN	1662
Q6P4F1	FUT10	FUT10_HUMAN	84750
Q96EV8	DTNBP1 BLOC1S8 My031	DTBP1_HUMAN	84062
Q8N8A6	DDX51	DDX51_HUMAN	317781
Q9NXZ2	DDX43 HAGE	DDX43_HUMAN	55510
A1A519	FAM170A ZNFD	F170A_HUMAN	340069
Q86W67	FAM228A C2orf84	F228A_HUMAN	653140
Q15007	WTAP KIAA0105	FL2D_HUMAN	9589
Q96SL8	FIZ1 ZNF798	FIZ1_HUMAN	84922
O95864	FADS2	FADS2_HUMAN	9415
Q9NPG1	FZD3	FZD3_HUMAN	7976
P0DMU3		F231L_HUMAN	
Q8TBE3	FNDC9 C5orf40	FNDC9_HUMAN	408263
Q96D05	FAM241B C10orf35	F241B_HUMAN	219738
Q5VW36	FOCAD KIAA1797	FOCAD_HUMAN	54914
A6NNJ1	FAM90A9P FAM90A9	F90A9_HUMAN	
Q8N5W8	FAM24B	FA24B_HUMAN	196792
Q6NZ36	FAAP20 C1orf86 FP7162	FAP20_HUMAN	199990
Q01523	DEFA5 DEF5	DEF5_HUMAN	1670
P98173	FAM3A 2-19 2.19	FAM3A_HUMAN	60343
Q7L622	G2E3 KIAA1333	G2E3_HUMAN	55632
P00748	F12	FA12_HUMAN	2161
Q13202	DUSP8 C11orf81 VH5	DUS8_HUMAN	1850
O94850	DDN KIAA0749	DEND_HUMAN	23109
Q9BYB4	GNB1L GY2 KIAA1645 WDR14 FKSG1	GNB1L_HUMAN	54584
O95837	GNA14	GNA14_HUMAN	9630
P50148	GNAQ GAQ	GNAQ_HUMAN	2776
Q14576	ELAVL3 HUC PLE21	ELAV3_HUMAN	1995
A4QMS7	C5orf49	CE049_HUMAN	134121
P63098	PPP3R1 CNA2 CNB	CANB1_HUMAN	5534
O60238	BNIP3L BNIP3A BNIP3H NIX	BNI3L_HUMAN	665
Q12904	AIMP1 EMAP2 SCYE1	AIMP1_HUMAN	9255
O75155	CAND2 KIAA0667 TIP120B	CAND2_HUMAN	23066
P20160	AZU1	CAP7_HUMAN	566
Q96B45	BORCS7 C10orf32	BORC7_HUMAN	119032
Q99807	COQ7	COQ7_HUMAN	10229
P06731	CEACAM5 CEA	CEAM5_HUMAN	1048
Q12802	AKAP13 BRX HT31 LBC	AKP13_HUMAN	11214
P17676	CEBPB TCF5 PP9092	CEBPB_HUMAN	1051
P31146	CORO1A CORO1	COR1A_HUMAN	11151
Q9HAW0	BRF2 BRFU PRO1470	BRF2_HUMAN	55290
Q15059	BRD3 KIAA0043 RING3L	BRD3_HUMAN	8019
Q9BUN5	CCDC28B	CC28B_HUMAN	79140
Q9H0C5	BTBD1 C15orf1 NS5ATP8	BTBD1_HUMAN	53339
Q8NDH2	CCDC168 C13orf40	CC168_HUMAN	
Q8NDM7	CFAP43 C10orf79 WDR96	CFA43_HUMAN	80217
Q156A1	ATXN8	ATX8_HUMAN	
P36405	ARL3 ARFL3	ARL3_HUMAN	403
Q9NR80	ARHGEF4 KIAA1112	ARHG4_HUMAN	50649
O15265	ATXN7 SCA7	ATX7_HUMAN	6314
P04920	SLC4A2 AE2 EPB3L1 HKB3 MPB3L	B3A2_HUMAN	6522
P54289	CACNA2D1 CACNL2A CCHL2A MHS3	CA2D1_HUMAN	781
Q96KQ4	PPP1R13B ASPP1 KIAA0771	ASPP1_HUMAN	23368
Q5M9N0	CCDC158	CD158_HUMAN	339965
A7E2U8	C4orf47 Chr4_1746	CD047_HUMAN	441054
A8MQ03	CYSRT1 C9orf169	CRTP1_HUMAN	375791
Q8TD06	AGR3 BCMP11 PDIA18 UNQ642/PRO1272	AGR3_HUMAN	155465
Q6ZMB0	B3GNT6	B3GN6_HUMAN	192134
A9YTQ3	AHRR BHLHE77 KIAA1234	AHRR_HUMAN	57491
Q8TBE0	BAHD1 KIAA0945	BAHD1_HUMAN	22893
Q9HBU1	BARX1	BARX1_HUMAN	56033
P25098	GRK2 ADRBK1 BARK BARK1	ARBK1_HUMAN	156
P49760	CLK2	CLK2_HUMAN	1196
Q9BXC9	BBS2	BBS2_HUMAN	583
Q4VC05	BCL7A	BCL7A_HUMAN	605
Q8TAL5	C9orf43	CI043_HUMAN	257169
Q8N9P6	C9orf163	CI163_HUMAN	158055
Q5VYM1	C9orf131	CI131_HUMAN	138724
Q76L83	ASXL2 ASXH2 KIAA1685	ASXL2_HUMAN	55252
Q02985	CFHR3 CFHL3 FHR3	FHR3_HUMAN	10878
Q9BUQ8	DDX23	DDX23_HUMAN	9416
Q6ZWL3	CYP4V2	CP4V2_HUMAN	285440
Q8IZV2	CMTM8 CKLFSF8	CKLF8_HUMAN	152189
P08572	COL4A2	CO4A2_HUMAN	1284
P29400	COL4A5	CO4A5_HUMAN	1287
Q8WYN0	ATG4A APG4A AUTL2	ATG4A_HUMAN	115201
Q8N6U2	LINC00612 C12orf33	CL033_HUMAN	
Q9Y4P1	ATG4B APG4B AUTL1 KIAA0943	ATG4B_HUMAN	23192
Q96M19	LINC00477 C12orf67	CL067_HUMAN	
G3V211	LINC01619 C12orf79	CL079_HUMAN	
Q9GZY4	COA1 C7orf44 MITRAC15	COA1_HUMAN	55744
O95352	ATG7 APG7L	ATG7_HUMAN	10533
A6NL99	AQP7P3	AQP73_HUMAN	
P07360	C8G	CO8G_HUMAN	733
Q14050	COL9A3	CO9A3_HUMAN	1299
Q96IL0	COA8 APOP1 APOPT1 C14orf153	COA8_HUMAN	84334
Q9NY25	CLEC5A CLECSF5 MDL1	CLC5A_HUMAN	23601
Q15884	FAM189A2 C9orf61 X123	F1892_HUMAN	9413
Q8N6G6	ADAMTSL1 ADAMTSR1 C9orf94 UNQ528/PRO1071	ATL1_HUMAN	92949
A8K7I4	CLCA1 CACC1	CLCA1_HUMAN	1179
Q6UY14	ADAMTSL4 TSRC1 PP1396 UNQ2803/PRO34012	ATL4_HUMAN	54507
Q86TH1	ADAMTSL2 KIAA0605	ATL2_HUMAN	9719
Q86WK6	AMIGO1 ALI2 AMIGO KIAA1163	AMGO1_HUMAN	57463
O75508	CLDN11 OSP OTM	CLD11_HUMAN	5010
A2RUQ5	C17orf102	CQ102_HUMAN	
Q9NQ79	CRTAC1 ASPIC1 CEP68	CRAC1_HUMAN	55118
Q8NF67	ANKRD20A12P	A2012_HUMAN	
Q9H4A4	RNPEP APB	AMPB_HUMAN	6051
P49418	AMPH AMPH1	AMPH_HUMAN	273
Q8IWX8	CHERP DAN26 SCAF6	CHERP_HUMAN	10523
P23508	MCC	CRCM_HUMAN	4163
Q04917	YWHAH YWHA1	1433F_HUMAN	7533
Q6UX39	AMTN UNQ689/PRO1329	AMTN_HUMAN	401138
Q9NW15	ANO10 TMEM16K	ANO10_HUMAN	55129
O75179	ANKRD17 GTAR KIAA0697	ANR17_HUMAN	26057
Q8WU67	ABHD3	ABHD3_HUMAN	171586
Q9NXR5	ANKRD10	ANR10_HUMAN	55608
P28330	ACADL	ACADL_HUMAN	33
Q08722	CD47 MER6	CD47_HUMAN	961
Q5T3F8	TMEM63B C6orf110	CSCL2_HUMAN	55362
Q9NVV5	AIG1 CGI-103	AIG1_HUMAN	51390
Q8IUQ0	CLVS1 CRALBPL RLBP1L1	CLVS1_HUMAN	157807
Q8NFJ9	BBS1 BBS2L2	BBS1_HUMAN	582
Q9UNS2	COPS3 CSN3	CSN3_HUMAN	8533
O00512	BCL9	BCL9_HUMAN	607
A2AJT9	BCLAF3 CXorf23	BCLA3_HUMAN	256643
O95996	APC2 APCL	APCL_HUMAN	10297
A6NGG3	C9orf92	CI092_HUMAN	100129385
Q9BUW7	C9orf16 EST00098	CI016_HUMAN	79095
Q86YQ8	CPNE8	CPNE8_HUMAN	144402
Q8IYJ1	CPNE9	CPNE9_HUMAN	151835
Q9Y6N3	CLCA3P CLCA3	CLCA3_HUMAN	
Q9UII2	ATP5IF1 ATPI ATPIF1	ATIF1_HUMAN	93974
P51800	CLCNKA	CLCKA_HUMAN	1187
Q9HCK8	CHD8 HELSNF1 KIAA1564	CHD8_HUMAN	57680
Q12873	CHD3	CHD3_HUMAN	1107
Q8IXS0	FAM217A C6orf146	F217A_HUMAN	222826
Q96MF6	COQ10A UNQ6192/PRO20219	CQ10A_HUMAN	93058
P54710	FXYD2 ATP1C ATP1G1	ATNG_HUMAN	486
A8MU93	C17orf100	CQ100_HUMAN	388327
Q5VTL7	FNDC7	FNDC7_HUMAN	163479
Q96SW2	CRBN AD-006	CRBN_HUMAN	51185
P22303	ACHE	ACES_HUMAN	43
Q4VXF1	FAM74A3	F74A3_HUMAN	
Q9UGM1	CHRNA9 NACHRA9	ACHA9_HUMAN	55584
H7BZ55	CROCC2	CRCC2_HUMAN	
Q494W8	CHRFAM7A	CRFM7_HUMAN	89832
Q9C0C7	AMBRA1 KIAA1736	AMRA1_HUMAN	55626
O96017	CHEK2 CDS1 CHK2 RAD53	CHK2_HUMAN	11200
P08172	CHRM2	ACM2_HUMAN	1129
O60239	SH3BP5 SAB	3BP5_HUMAN	9467
Q9Y305	ACOT9 CGI-16	ACOT9_HUMAN	23597
Q8TC94	ACTL9 ACTL7C HSD21	ACTL9_HUMAN	284382
Q08043	ACTN3	ACTN3_HUMAN	89
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178	ANGL6_HUMAN	83854
Q8N957	ANKFN1	ANKF1_HUMAN	162282
P45381	ASPA ACY2 ASP	ACY2_HUMAN	443
Q8TDY3	ACTRT2 ARPM2	ACTT2_HUMAN	140625
Q96AK3	APOBEC3D	ABC3D_HUMAN	
Q13542	EIF4EBP2	4EBP2_HUMAN	1979
Q9P0K1	ADAM22 MDC2	ADA22_HUMAN	53616
Q86W74	ANKRD46	ANR46_HUMAN	157567
P46098	HTR3A 5HT3R HTR3	5HT3A_HUMAN	3359
Q969K4	ABTB1 BPOZ PP2259	ABTB1_HUMAN	80325
O75027	ABCB7 ABC7	ABCB7_HUMAN	22
A6NIJ5	FAM90A20P FAM90A20	F90AK_HUMAN	
Q969I3	GLYATL1 GNAT	GLYL1_HUMAN	92292
Q49A26	GLYR1 HIBDL NDF NP60	GLYR1_HUMAN	84656
O60883	GPR37L1 ETBRLP2	G37L1_HUMAN	9283
Q9H0Q0	FAM49A	FA49A_HUMAN	81553
Q14517	FAT1 CDHF7 FAT	FAT1_HUMAN	2195
Q9H3Q3	GAL3ST2 GP3ST	G3ST2_HUMAN	64090
O00148	DDX39A DDX39	DX39A_HUMAN	10212
O15353	FOXN1 RONU WHN	FOXN1_HUMAN	8456
P0DMC3	APELA ELA TDL	ELA_HUMAN	100506013
P46926	GNPDA1 GNPI HLN KIAA0060	GNPI1_HUMAN	10007
Q6ZMW3	EML6 EML5L	EMAL6_HUMAN	400954
Q9NZC3	GDE1 MIR16	GDE1_HUMAN	51573
P0C7V8	DCAF8L2 WDR42C	DC8L2_HUMAN	
Q9NVF7	FBXO28 CENP-30 KIAA0483	FBX28_HUMAN	23219
Q66K64	DCAF15 C19orf72	DCA15_HUMAN	90379
P19525	EIF2AK2 PKR PRKR	E2AK2_HUMAN	5610
P22794	EVI2A EVDA EVI2	EVI2A_HUMAN	2123
P01225	FSHB	FSHB_HUMAN	2488
Q9BXM9	FSD1L CCDC10 CSDUFD1 FSD1CL FSD1NL	FSD1L_HUMAN	83856
P0CL82	GAGE12I	GG12I_HUMAN	100008586
Q5H9T9	FSCB C14orf155	FSCB_HUMAN	84075
Q6GPI1	CTRB2	CTRB2_HUMAN	440387
Q99259	GAD1 GAD GAD67	DCE1_HUMAN	2571
P19113	HDC	DCHS_HUMAN	3067
Q9BRP7	FDXACB1	FDXA1_HUMAN	91893
A6NCI8	C2orf78	CB078_HUMAN	388960
O75808	CAPN15 SOLH	CAN15_HUMAN	6650
Q9BXY5	CAPS2 UG0636c06	CAYP2_HUMAN	84698
P51636	CAV2	CAV2_HUMAN	858
Q6UY09	CEACAM20 UNQ9366/PRO34155	CEA20_HUMAN	125931
Q96ST8	CEP89 CCDC123	CEP89_HUMAN	84902
Q96MI9	AGBL1 CCP4	CBPC4_HUMAN	123624
Q8N5N4	C3orf22	CC022_HUMAN	152065
Q5T6M2	LINC00242 C6orf122 NCRNA00242	CF122_HUMAN	
P15121	AKR1B1 ALDR1 ALR2	ALDR_HUMAN	231
Q9H8W2	LINC00472 C6orf155	CF155_HUMAN	
Q7Z4L0	COX8C	COX8C_HUMAN	341947
Q6ZNB7	AGMO TMEM195	ALKMO_HUMAN	392636
Q9NY30	BTG4 PC3B	BTG4_HUMAN	54766
P00751	CFB BF BFD	CFAB_HUMAN	629
Q9H7B7	C7orf69	CG069_HUMAN	
P41180	CASR GPRC2A PCAR1	CASR_HUMAN	846
Q6UWY0	ARSK TSULF UNQ630/PRO1246	ARSK_HUMAN	153642
P60827	C1QTNF8 UNQ5829/PRO19648	C1QT8_HUMAN	390664
Q8WXK1	ASB15	ASB15_HUMAN	142685
P12107	COL11A1 COLL6	COBA1_HUMAN	1301
Q9BXI9	C1QTNF6 CTRP6 UNQ581/PRO1151	C1QT6_HUMAN	114904
Q9NZP8	C1RL C1RL1 C1RLP CLSPA	C1RL_HUMAN	51279
Q8N1B3	CCNQ FAM58A	CCNQ_HUMAN	92002
Q9Y5K6	CD2AP	CD2AP_HUMAN	23607
Q13634	CDH18 CDH14	CAD18_HUMAN	1016
K7EIQ3	ZNF561-AS1 C19orf82	CS082_HUMAN	
Q96CA5	BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344	BIRC7_HUMAN	79444
Q8WZ19	KCTD13 BACURD1 PDIP1 POLDIP1 FKSG86 PP6832	BACD1_HUMAN	253980
Q9UPM9	B9D1 MKSR1	B9D1_HUMAN	27077
Q8IWY9	CDAN1 UNQ664/PRO1295	CDAN1_HUMAN	146059
Q9P281	BAHCC1 BAHD2 KIAA1447	BAHC1_HUMAN	57597
Q9Y600	CSAD CSD	CSAD_HUMAN	51380
Q9H5V8	CDCP1 TRASK UNQ2486/PRO5773	CDCP1_HUMAN	64866
Q9NSY1	BMP2K BIKE HRIHFB2017	BMP2K_HUMAN	55589
Q8TAM1	BBS10 C12orf58	BBS10_HUMAN	79738
P61204	ARF3	ARF3_HUMAN	377
Q9H0R1	AP5M1 C14orf108 MUDENG	AP5M1_HUMAN	55745
Q13098	GPS1 COPS1 CSN1	CSN1_HUMAN	2873
Q7Z6R9	TFAP2D TFAP2BL1	AP2D_HUMAN	83741
Q9NRG0	CHRAC1 CHRAC15	CHRC1_HUMAN	54108
A8MV24	C17orf98	CQ098_HUMAN	388381
Q8NE62	CHDH	CHDH_HUMAN	55349
A0A1B0GUU1	C17orf113	CQ113_HUMAN	
P45954	ACADSB	ACDSB_HUMAN	36
P19652	ORM2 AGP2	A1AG2_HUMAN	5005
P78560	CRADD RAIDD	CRADD_HUMAN	8738
Q5QJU3	ACER2 ASAH3L PP11646	ACER2_HUMAN	340485
Q5RGS3	FAM74A1	F74A1_HUMAN	
Q04844	CHRNE ACHRE	ACHE_HUMAN	1145
Q13231	CHIT1	CHIT1_HUMAN	1118
P35790	CHKA CHK CKI	CHKA_HUMAN	1119
Q13324	CRHR2 CRF2R CRH2R	CRFR2_HUMAN	1395
Q92688	ANP32B APRIL PHAPI2	AN32B_HUMAN	10541
Q9UKU0	ACSL6 ACS2 FACL6 KIAA0837 LACS5	ACSL6_HUMAN	23305
Q8WYK0	ACOT12 CACH CACH1 STARD15	ACO12_HUMAN	134526
P54646	PRKAA2 AMPK AMPK2	AAPK2_HUMAN	5563
O43423	ANP32C PP32R1	AN32C_HUMAN	23520
Q8NFD2	ANKK1 PKK2 SGK288	ANKK1_HUMAN	255239
A8MUL3	ADARB2-AS1 C10orf109 NCRNA00168	ADAS1_HUMAN	
Q9UJ72	ANXA10 ANX14	ANX10_HUMAN	11199
Q8N9V6	ANKRD53	ANR53_HUMAN	79998
Q9ULW3	ABT1	ABT1_HUMAN	29777
Q8WW38	ZFPM2 FOG2 ZNF89B	FOG2_HUMAN	23414
Q9UBU6	FAM8A1 AHCP	FA8A1_HUMAN	51439
P34897	SHMT2	GLYM_HUMAN	6472
P49327	FASN FAS	FAS_HUMAN	2194
P51161	FABP6 ILBP ILLBP	FABP6_HUMAN	2172
Q15517	CDSN	CDSN_HUMAN	1041
Q9H9S4	CAB39L	CB39L_HUMAN	81617
Q8N4F0	BPIFB2 BPIL1 C20orf184 LPLUNC2 UNQ2489/PRO5776	BPIB2_HUMAN	80341
Q92903	CDS1 CDS	CDS1_HUMAN	1040
P08861	CELA3B ELA3B	CEL3B_HUMAN	23436
P0C854	CECR9	CECR9_HUMAN	
Q92879	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	CELF1_HUMAN	10658
Q9UPW5	AGTPBP1 CCP1 KIAA1035 NNA1	CBPC1_HUMAN	23287
Q8IU89	CERS3 LASS3	CERS3_HUMAN	204219
P10176	COX8A COX8 COX8L	COX8A_HUMAN	1351
Q6ZVT6	C3orf67	CC067_HUMAN	200844
P45973	CBX5 HP1A	CBX5_HUMAN	23468
Q8NFR7	CCDC148	CC148_HUMAN	130940
O60397	COX7A2P2 COX7A3 COX7AL2 COX7AP2	COX7S_HUMAN	
A6QL63	BTBD11	BTBDB_HUMAN	121551
Q8IYT3	CCDC170 C6orf97	CC170_HUMAN	80129
Q96MF4	CCDC140	CC140_HUMAN	
O00481	BTN3A1 BTF5	BT3A1_HUMAN	11119
Q96KJ9	COX4I2 COX4L2	COX42_HUMAN	84701
A5D8W1	CFAP69 C7orf63	CFA69_HUMAN	79846
Q9BX70	BTBD2	BTBD2_HUMAN	55643
P58397	ADAMTS12 UNQ1918/PRO4389	ATS12_HUMAN	81792
Q9NUG4	CCM2L C20orf160	CCM2L_HUMAN	140706
P46092	CCR10 GPR2	CCR10_HUMAN	2826
P78396	CCNA1	CCNA1_HUMAN	8900
Q6UXC1	MAMDC4 AEGP UNQ3001/PRO9742	AEGP_HUMAN	158056
P51816	AFF2 FMR2 OX19	AFF2_HUMAN	2334
Q5TG92	C1orf195	CA195_HUMAN	727684
Q9NSK7	C19orf12	CS012_HUMAN	83636
Q99440	LINC01587 AC1 C4orf6	CD006_HUMAN	
P15812	CD1E	CD1E_HUMAN	913
Q5JW98	CALHM4 C6orf78 FAM26D UNQ6481/PRO21277	CAHM4_HUMAN	221301
Q14894	CRYM THBP	CRYM_HUMAN	1428
Q9HAR2	ADGRL3 KIAA0768 LEC3 LPHN3	AGRL3_HUMAN	23284
Q96PE1	ADGRA2 GPR124 KIAA1531 TEM5	AGRA2_HUMAN	25960
Q96FF9	CDCA5	CDCA5_HUMAN	113130
Q9UQB8	BAIAP2	BAIP2_HUMAN	10458
Q7Z408	CSMD2 KIAA1884	CSMD2_HUMAN	114784
P09564	CD7	CD7_HUMAN	924
Q99653	CHP1 CHP	CHP1_HUMAN	11261
Q9UBW8	COPS7A CSN7A DERP10	CSN7A_HUMAN	50813
Q8IWZ6	BBS7 BBS2L1	BBS7_HUMAN	55212
Q17RA5	C21orf62-AS1 C21orf49	CMAS1_HUMAN	
O15382	BCAT2 BCATM BCT2 ECA40	BCAT2_HUMAN	587
Q8N4C9	C17orf78	CQ078_HUMAN	284099
O60478	GPR137B TM7SF1	G137B_HUMAN	7107
P15882	CHN1 ARHGAP2 CHN	CHIN_HUMAN	1123
Q9UNE7	STUB1 CHIP PP1131	CHIP_HUMAN	10273
Q6WN34	CHRDL2 BNF1 CHL2 UNQ765/PRO1557	CRDL2_HUMAN	25884
P40145	ADCY8	ADCY8_HUMAN	114
Q4KMQ2	ANO6 TMEM16F	ANO6_HUMAN	196527
