Entry	Gene names	Entry name
P05141	SLC25A5 ANT2	ADT2_HUMAN
P12236	SLC25A6 ANT3 CDABP0051	ADT3_HUMAN
Q9H0C2	SLC25A31 AAC4 ANT4 SFEC	ADT4_HUMAN
Q6ZN18	AEBP2	AEBP2_HUMAN
P55197	MLLT10 AF10	AF10_HUMAN
Q8N4X5	AFAP1L2 KIAA1914 XB130	AF1L2_HUMAN
P43652	AFM ALB2 ALBA	AFAM_HUMAN
P51816	AFF2 FMR2 OX19	AFF2_HUMAN
Q6ULP2	AFTPH AFTH	AFTIN_HUMAN
A6NIR3	AGAP5 CTGLF2	AGAP5_HUMAN
O95081	AGFG2 HRBL RABR	AGFG2_HUMAN
Q8N302	AGGF1 GPATC7 GPATCH7 VG5Q	AGGF1_HUMAN
Q9H0P7	AGPAT4-IT1 C6orf59 NCRNA00241	AGIT1_HUMAN
Q9H9G7	AGO3 EIF2C3	AGO3_HUMAN
O60241	ADGRB2 BAI2	AGRB2_HUMAN
P63267	ACTG2 ACTA3 ACTL3 ACTSG	ACTH_HUMAN
Q8TDY3	ACTRT2 ARPM2	ACTT2_HUMAN
O43184	ADAM12 MLTN UNQ346/PRO545	ADA12_HUMAN
Q13444	ADAM15 MDC15	ADA15_HUMAN
Q9H013	ADAM19 MLTNB FKSG34	ADA19_HUMAN
P08913	ADRA2A ADRA2R ADRAR	ADA2A_HUMAN
Q6DHV7	ADAL	ADAL_HUMAN
Q9H2U9	ADAM7 GP83	ADAM7_HUMAN
P78325	ADAM8 MS2	ADAM8_HUMAN
A8MUL3	ADARB2-AS1 C10orf109 NCRNA00168	ADAS1_HUMAN
Q8NFM4	ADCY4	ADCY4_HUMAN
O60503	ADCY9 KIAA0520	ADCY9_HUMAN
P35611	ADD1 ADDA	ADDA_HUMAN
P00325	ADH1B ADH2	ADH1B_HUMAN
P00326	ADH1C ADH3	ADH1G_HUMAN
P08319	ADH4	ADH4_HUMAN
Q15848	ADIPOQ ACDC ACRP30 APM1 GBP28	ADIPO_HUMAN
P55263	ADK	ADK_HUMAN
Q86V24	ADIPOR2 PAQR2	ADR2_HUMAN
P13945	ADRB3 ADRB3R B3AR	ADRB3_HUMAN
P12235	SLC25A4 ANT1	ADT1_HUMAN
Q96IZ2	ADTRP C6orf105	ADTRP_HUMAN
Q8TED9	AFAP1L1	AF1L1_HUMAN
Q9UHB7	AFF4 AF5Q31 MCEF HSPC092	AFF4_HUMAN
Q9Y4W6	AFG3L2	AFG32_HUMAN
Q5BKT4	ALG10 ALG10A	AG10A_HUMAN
Q53H12	AGK MULK	AGK_HUMAN
Q6QNK2	ADGRD1 GPR133 PGR25	AGRD1_HUMAN
Q9UHX3	ADGRE2 EMR2	AGRE2_HUMAN
Q96NN9	AIFM3 AIFL	AIFM3_HUMAN
Q12904	AIMP1 EMAP2 SCYE1	AIMP1_HUMAN
Q13155	AIMP2 JTV1 PRO0992	AIMP2_HUMAN
O43918	AIRE APECED	AIRE_HUMAN
A6NHY2	ANKDD1B	AKD1B_HUMAN
Q9BV10	ALG12 PP14673	ALG12_HUMAN
Q96QP1	ALPK1 KIAA1527 LAK	ALPK1_HUMAN
Q15699	ALX1 CART1	ALX1_HUMAN
Q9UHK6	AMACR	AMACR_HUMAN
Q99218	AMELY AMGL AMGY	AMELY_HUMAN
Q86WK7	AMIGO3 ALI3 KIAA1851 UNQ6084/PRO20089	AMGO3_HUMAN
Q9Y6Z5	AFDN-AS1 C6orf124	AFAS1_HUMAN
P51825	AFF1 AF4 FEL MLLT2 PBM1	AFF1_HUMAN
Q9UPQ3	AGAP1 CENTG2 KIAA1099	AGAP1_HUMAN
Q5VTM2	AGAP9 CTGLF6	AGAP9_HUMAN
O95994	AGR2 AG2 UNQ515/PRO1030	AGR2_HUMAN
Q16352	INA NEF5	AINX_HUMAN
Q9NZN9	AIPL1 AIPL2	AIPL1_HUMAN
O00170	AIP XAP2	AIP_HUMAN
Q02040	AKAP17A CXYorf3 DXYS155E SFRS17A XE7	AK17A_HUMAN
P14550	AKR1A1 ALDR1 ALR	AK1A1_HUMAN
Q9Y2D5	AKAP2 KIAA0920 PRKA2	AKAP2_HUMAN
Q99996	AKAP9 AKAP350 AKAP450 KIAA0803	AKAP9_HUMAN
Q9ULX6	AKAP8L NAKAP NAKAP95 HRIHFB2018	AKP8L_HUMAN
P31749	AKT1 PKB RAC	AKT1_HUMAN
Q9Y243	AKT3 PKBG	AKT3_HUMAN
P48448	ALDH3B2 ALDH8	AL3B2_HUMAN
P02768	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	ALBU_HUMAN
Q6NS38	ALKBH2 ABH2	ALKB2_HUMAN
Q9NXW9	ALKBH4 ABH4	ALKB4_HUMAN
Q6ZNB7	AGMO TMEM195	ALKMO_HUMAN
Q9Y4X0	AMMECR1	AMMR1_HUMAN
Q01433	AMPD2	AMPD2_HUMAN
Q9C0C7	AMBRA1 KIAA1736	AMRA1_HUMAN
P19961	AMY2B	AMY2B_HUMAN
Q400G9	AMZ1 KIAA1950	AMZ1_HUMAN
Q5CZ79	ANKRD20A8P ANKRD20B	AN20B_HUMAN
Q92688	ANP32B APRIL PHAPI2	AN32B_HUMAN
O95626	ANP32D PP32R2	AN32D_HUMAN
Q9BTT0	ANP32E	AN32E_HUMAN
P16860	NPPB	ANFB_HUMAN
P01160	NPPA ANP PND	ANF_HUMAN
O95841	ANGPTL1 ANG3 ANGPT3 ARP1 PSEC0154 UNQ162/PRO188	ANGL1_HUMAN
Q9Y5C1	ANGPTL3 ANGPT5 UNQ153/PRO179	ANGL3_HUMAN
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178	ANGL6_HUMAN
Q9Y264	ANGPT4 ANG3 ANG4	ANGP4_HUMAN
Q9NU02	ANKEF1 ANKRD5	ANKE1_HUMAN
Q8IWZ3	ANKHD1 KIAA1085 MASK VBARP PP2500	ANKH1_HUMAN
Q8NFD2	ANKK1 PKK2 SGK288	ANKK1_HUMAN
A6NFN9	ANKUB1 C3orf16	ANKUB_HUMAN
Q8IV38	ANKMY2	ANKY2_HUMAN
Q9NQW6	ANLN	ANLN_HUMAN
Q8N7Z5	ANKRD31	ANR31_HUMAN
P12429	ANXA3 ANX3	ANXA3_HUMAN
P08133	ANXA6 ANX6	ANXA6_HUMAN
P10314	HLA-A HLAA	1A32_HUMAN
P30453	HLA-A HLAA	1A34_HUMAN
P30457	HLA-A HLAA	1A66_HUMAN
P01891	HLA-A HLAA	1A68_HUMAN
P30459	HLA-A HLAA	1A74_HUMAN
P01889	HLA-B HLAB	1B07_HUMAN
P30461	HLA-B HLAB	1B13_HUMAN
P30464	HLA-B HLAB	1B15_HUMAN
P03989	HLA-B HLAB	1B27_HUMAN
P18463	HLA-B HLAB	1B37_HUMAN
Q95365	HLA-B HLAB	1B38_HUMAN
Q04826	HLA-B HLAB	1B40_HUMAN
P30483	HLA-B HLAB	1B45_HUMAN
P30487	HLA-B HLAB	1B49_HUMAN
P30490	HLA-B HLAB	1B52_HUMAN
P30491	HLA-B HLAB	1B53_HUMAN
Q9TNN7	HLA-C HLAC	1C05_HUMAN
P30508	HLA-C HLAC	1C12_HUMAN
Q95604	HLA-C D6S204 HLA-JY3 HLAC	1C17_HUMAN
Q16537	PPP2R5E	2A5E_HUMAN
P01912	HLA-DRB1	2B13_HUMAN
P13760	HLA-DRB1	2B14_HUMAN
Q29974	HLA-DRB1	2B1G_HUMAN
P14060	HSD3B1 3BH HSDB3A	3BHS1_HUMAN
P02763	ORM1 AGP1	A1AG1_HUMAN
A0PJZ0	ANKRD20A5P ANKRD20A5	A20A5_HUMAN
U3KPV4	A3GALT2 A3GALT2P IGBS3S	A3LT2_HUMAN
P05067	APP A4 AD1	A4_HUMAN
P30542	ADORA1	AA1R_HUMAN
P29274	ADORA2A ADORA2	AA2AR_HUMAN
P29275	ADORA2B	AA2BR_HUMAN
Q9NS82	SLC7A10 ASC1	AAA1_HUMAN
Q8N5Z0	AADAT KAT2	AADAT_HUMAN
Q13131	PRKAA1 AMPK1	AAPK1_HUMAN
Q6P461	ACSM6 C10orf129	ACSM6_HUMAN
O43707	ACTN4	ACTN4_HUMAN
Q9BYD9	ACTRT3 ARPM1	ACTT3_HUMAN
Q9UKF2	ADAM30 UNQ2509/PRO5997	ADA30_HUMAN
Q6NVV9	ADAM5 ADAM5P TMDC2	ADAM5_HUMAN
Q96EY9	ADAT3 TAD3	ADAT3_HUMAN
P00813	ADA ADA1	ADA_HUMAN
C9JUS6	ADM5 C19orf76	ADM5_HUMAN
P07550	ADRB2 ADRB2R B2AR	ADRB2_HUMAN
Q16186	ADRM1 GP110	ADRM1_HUMAN
Q8WTP8	AEN ISG20L1 SBBI58	AEN_HUMAN
Q96A54	ADIPOR1 PAQR1 TESBP1A CGI-45	ADR1_HUMAN
P10109	FDX1 ADX	ADX_HUMAN
Q6UXC1	MAMDC4 AEGP UNQ3001/PRO9742	AEGP_HUMAN
Q08117	AES GRG GRG5	AES_HUMAN
Q5VW22	AGAP6 CTGLF3	AGAP6_HUMAN
Q8IZF5	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000	AGRF3_HUMAN
O00468	AGRN AGRIN	AGRIN_HUMAN
O95490	ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2	AGRL2_HUMAN
Q9NZD4	AHSP EDRF ERAF	AHSP_HUMAN
O95831	AIFM1 AIF PDCD8	AIFM1_HUMAN
P24298	GPT AAT1 GPT1	ALAT1_HUMAN
P09972	ALDOC ALDC	ALDOC_HUMAN
P15121	AKR1B1 ALDR1	ALDR_HUMAN
Q9NP73	ALG13 CXorf45 GLT28D1 MDS031	ALG13_HUMAN
Q9H553	ALG2 UNQ666/PRO1298	ALG2_HUMAN
Q96BT7	ALKBH8 ABH8	ALKB8_HUMAN
Q8N6M5	ALLC	ALLC_HUMAN
Q8IY63	AMOTL1	AMOL1_HUMAN
Q9H4A4	RNPEP APB	AMPB_HUMAN
Q01432	AMPD3	AMPD3_HUMAN
Q86W34	AMZ2 BM-014	AMZ2_HUMAN
Q8IVF6	ANKRD18A KIAA2015	AN18A_HUMAN
Q69YU3	ANKRD34A ANKRD34	AN34A_HUMAN
Q5JPF3	ANKRD36C	AN36C_HUMAN
Q96K21	ZFYVE19 ANCHR MPFYVE	ANCHR_HUMAN
Q9UNK9	ANGEL1 KIAA0759	ANGE1_HUMAN
Q9UKU9	ANGPTL2 ARP2 UNQ170/PRO196	ANGL2_HUMAN
Q9BY76	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197	ANGL4_HUMAN
Q92527	ANKRD7	ANKR7_HUMAN
Q5VUY0	AADACL3	ADCL3_HUMAN
P40145	ADCY8	ADCY8_HUMAN
Q8N7X0	ADGB C6orf103 CAPN7L	ADGB_HUMAN
Q5T7M4	FAM132A C1QDC2 CTRP12	ADIPL_HUMAN
Q15847	ADIRF AFRO APM2 C10orf116	ADIRF_HUMAN
Q9NRN7	AASDHPPT CGI-80 HAH-P HSPC223 x0005	ADPPT_HUMAN
Q8IUX7	AEBP1 ACLP	AEBP1_HUMAN
P55196	AFDN AF6 MLLT4	AFAD_HUMAN
A8MT82	AGAP14P CTGLF11P	AG14P_HUMAN
Q9UL18	AGO1 EIF2C1	AGO1_HUMAN
Q9UKV8	AGO2 EIF2C2	AGO2_HUMAN
Q8IZF4	ADGRG5 GPR114 PGR27 UNQ2524/PRO6017	AGRG5_HUMAN
Q96K78	ADGRG7 GPR128	AGRG7_HUMAN
O94910	ADGRL1 KIAA0821 LEC2 LPHN1	AGRL1_HUMAN
P35869	AHR BHLHE76	AHR_HUMAN
O60218	AKR1B10 AKR1B11	AK1BA_HUMAN
P52895	AKR1C2 DDH2	AK1C2_HUMAN
Q9UKA4	AKAP11 AKAP220 KIAA0629	AKA11_HUMAN
Q02952	AKAP12 AKAP250	AKA12_HUMAN
O43687	AKAP7 AKAP15 AKAP18	AKA7A_HUMAN
P0CW23	AKAIN1 C18orf42	AKAI1_HUMAN
Q2TAA5	ALG11 GT8	ALG11_HUMAN
Q6GMV1	ALG1L	ALG1L_HUMAN
Q9BT22	ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870	ALG1_HUMAN
Q96L96	ALPK3 KIAA1330 MAK	ALPK3_HUMAN
P35858	IGFALS ALS	ALS_HUMAN
Q9NP70	AMBN	AMBN_HUMAN
P19021	PAM	AMD_HUMAN
Q99217	AMELX AMG AMGX	AMELX_HUMAN
Q9Y2J4	AMOTL2 KIAA0989	AMOL2_HUMAN
Q4VCS5	AMOT KIAA1071	AMOT_HUMAN
Q5VTE6	ANGEL2 KIAA0759L	ANGE2_HUMAN
O43827	ANGPTL7 CDT6 UNQ313/PRO356	ANGL7_HUMAN
P16157	ANK1 ANK	ANK1_HUMAN
Q8N957	ANKFN1	ANKF1_HUMAN
Q9HCJ1	ANKH KIAA1581 UNQ241/PRO274	ANKH_HUMAN
Q15327	ANKRD1 C193 CARP HA1A2	ANKR1_HUMAN
Q9H8Y5	ANKZF1 ZNF744	ANKZ1_HUMAN
P55345	PRMT2 HMT1 HRMT1L1	ANM2_HUMAN
Q9NW15	ANO10 TMEM16K	ANO10_HUMAN
O75179	ANKRD17 GTAR KIAA0697	ANR17_HUMAN
Q9UPS8	ANKRD26 KIAA1074	ANR26_HUMAN
Q96NW4	ANKRD27 PP12899	ANR27_HUMAN
Q7Z3H0	ANKRD33 C12orf7	ANR33_HUMAN
A6NGH8	ANKRD61	ANR61_HUMAN
P01008	SERPINC1 AT3 PRO0309	ANT3_HUMAN
P58335	ANTXR2 CMG2	ANTR2_HUMAN
P27216	ANXA13 ANX13	ANX13_HUMAN
P09525	ANXA4 ANX4	ANXA4_HUMAN
P20073	ANXA7 ANX7 SNX OK/SW-cl.95	ANXA7_HUMAN
P19801	AOC1 ABP1 DAO1	AOC1_HUMAN
Q16853	AOC3 VAP1	AOC3_HUMAN
O43747	AP1G1 ADTG CLAPG1	AP1G1_HUMAN
Q9BXS5	AP1M1 CLTNM	AP1M1_HUMAN
Q92754	TFAP2C	AP2C_HUMAN
Q96LR9	APOLD1 VERGE	APLD1_HUMAN
Q9HDC9	APMAP C20orf3 UNQ1869/PRO4305	APMAP_HUMAN
P06727	APOA4	APOA4_HUMAN
Q6Q788	APOA5 RAP3 UNQ411/PRO773	APOA5_HUMAN
Q9BPW4	APOL4	APOL4_HUMAN
Q9BWW8	APOL6 UNQ3095/PRO21341	APOL6_HUMAN
O43315	AQP9 SSC1	AQP9_HUMAN
Q7LC44	ARC KIAA0278	ARC_HUMAN
P62330	ARF6	ARF6_HUMAN
Q9NP61	ARFGAP3 ARFGAP1	ARFG3_HUMAN
P53367	ARFIP1	ARFP1_HUMAN
Q13795	ARFRP1 ARP1	ARFRP_HUMAN
Q5SW96	LDLRAP1 ARH	ARH_HUMAN
Q8N7S6	ARIH2OS C3orf71	ARI2O_HUMAN
Q14865	ARID5B DESRT MRF2	ARI5B_HUMAN
Q9Y4B4	RAD54L2 ARIP4 KIAA0809	ARIP4_HUMAN
Q8NHP1	AKR7L AFAR3 AKR7A4	ARK74_HUMAN
P36404	ARL2	ARL2_HUMAN
Q96KC2	ARL5B ARL8	ARL5B_HUMAN
Q9H0F7	ARL6 BBS3	ARL6_HUMAN
Q9NVJ2	ARL8B ARL10C GIE1	ARL8B_HUMAN
Q6T311	ARL9	ARL9_HUMAN
Q6P1M9	ARMCX5	ARMX5_HUMAN
Q99767	APBA2 MINT2 X11L	APBA2_HUMAN
Q92870	APBB2 FE65L FE65L1	APBB2_HUMAN
Q9NYG5	ANAPC11 HSPC214	APC11_HUMAN
P02655	APOC2 APC2	APOC2_HUMAN
Q13794	PMAIP1 NOXA	APR_HUMAN
Q13520	AQP6 AQP2L	AQP6_HUMAN
Q6NSI1	ANKRD26P1	AR26L_HUMAN
Q15041	ARL6IP1 ARL6IP ARMER KIAA0069	AR6P1_HUMAN
P10398	ARAF ARAF1 PKS PKS2	ARAF_HUMAN
O15143	ARPC1B ARC41	ARC1B_HUMAN
P61204	ARF3	ARF3_HUMAN
Q8N6H7	ARFGAP2 ZNF289 Nbla10535	ARFG2_HUMAN
Q8N1W1	ARHGEF28 KIAA1998 RGNEF	ARG28_HUMAN
Q9NWB6	ARGLU1	ARGL1_HUMAN
Q9NXU5	ARL15 ARFRP2	ARL15_HUMAN
P56559	ARL4C ARL7	ARL4C_HUMAN
Q96BM9	ARL8A ARL10B GIE2	ARL8A_HUMAN
Q96C12	ARMC5	ARMC5_HUMAN
Q8IUR7	ARMC8 S863-2	ARMC8_HUMAN
Q7Z3E5	ARMC9 KIAA1868	ARMC9_HUMAN
P0C6C1	ANKRD34C	AN34C_HUMAN
Q8N2N9	ANKRD36B	AN36B_HUMAN
P54802	NAGLU UFHSD1	ANAG_HUMAN
Q9UJX6	ANAPC2 APC2 KIAA1406	ANC2_HUMAN
P03950	ANG RNASE5	ANGI_HUMAN
Q86XS5	ANGPTL5 UNQ5795/PRO19600	ANGL5_HUMAN
Q15389	ANGPT1 KIAA0003	ANGP1_HUMAN
Q01484	ANK2	ANK2_HUMAN
Q7Z5J8	ANKAR	ANKAR_HUMAN
Q9GZV1	ANKRD2 ARPP	ANKR2_HUMAN
Q6P2P2	PRMT9 PRMT10	ANM9_HUMAN
Q6UB98	ANKRD12 ANCO2 KIAA0874	ANR12_HUMAN
Q86SG2	ANKRD23 DARP	ANR23_HUMAN
Q9UJ72	ANXA10 ANX14	ANX10_HUMAN
Q63HQ0	AP1AR C4orf16 PRO0971	AP1AR_HUMAN
Q9Y587	AP4S1	AP4S1_HUMAN
Q8NCL9	APCDD1L	APCDL_HUMAN
P35414	APLNR AGTRL1 APJ	APJ_HUMAN
Q06481	APLP2 APPL2	APLP2_HUMAN
Q53RT3	ASPRV1 SASP	APRV1_HUMAN
Q8IXF9	AQP12A AQP12 AQPX2	AQ12A_HUMAN
Q8WZ64	ARAP2 CENTD1 KIAA0580	ARAP2_HUMAN
P84077	ARF1	ARF1_HUMAN
P18085	ARF4 ARF2	ARF4_HUMAN
P84085	ARF5	ARF5_HUMAN
Q8N6T3	ARFGAP1 ARF1GAP	ARFG1_HUMAN
P53365	ARFIP2 POR1	ARFP2_HUMAN
Q8N726	CDKN2A CDKN2 MLM	ARF_HUMAN
A5YM69	ARHGEF35 ARHGEF5L	ARG35_HUMAN
Q8TER5	ARHGEF40 SOLO	ARH40_HUMAN
Q92974	ARHGEF2 KIAA0651 LFP40	ARHG2_HUMAN
Q8NFD5	ARID1B BAF250B DAN15 KIAA1235 OSA2	ARI1B_HUMAN
Q8IVW6	ARID3B BDP DRIL2	ARI3B_HUMAN
P36405	ARL3 ARFL3	ARL3_HUMAN
A6NH57	ARL5C ARL12	ARL5C_HUMAN
Q9BXJ7	AMN UNQ513/PRO1028	AMNLS_HUMAN
P28838	LAP3 LAPEP PEPS	AMPL_HUMAN
P15144	ANPEP APN CD13 PEPN	AMPN_HUMAN
Q6Q4G3	LVRN AQPEP	AMPQ_HUMAN
Q86YJ7	ANKRD13B	AN13B_HUMAN
Q9BXX2	ANKRD30B	AN30B_HUMAN
Q9NQ90	ANO2 C12orf3 TMEM16B	ANO2_HUMAN
Q32M45	ANO4 TMEM16D	ANO4_HUMAN
Q6IWH7	ANO7 NGEP PCANAP5 TMEM16G	ANO7_HUMAN
Q6P6B7	ANKRD16	ANR16_HUMAN
E5RJM6	ANKRD65	ANR65_HUMAN
P04083	ANXA1 ANX1 LPC1	ANXA1_HUMAN
P08758	ANXA5 ANX5 ENX2 PP4	ANXA5_HUMAN
O75106	AOC2	AOC2_HUMAN
P21397	MAOA	AOFA_HUMAN
O75843	AP1G2	AP1G2_HUMAN
P61966	AP1S1 AP19 CLAPS1	AP1S1_HUMAN
Q6VUC0	TFAP2E	AP2E_HUMAN
P53680	AP2S1 AP17 CLAPS2	AP2S1_HUMAN
O14617	AP3D1 PRO0039	AP3D1_HUMAN
Q9H1A4	ANAPC1 TSG24	APC1_HUMAN
P27695	APEX1 APE APE1 APEX APX HAP1 REF1	APEX1_HUMAN
P02647	APOA1	APOA1_HUMAN
Q0VD83	APOBR APOB48R	APOBR_HUMAN
P02654	APOC1	APOC1_HUMAN
P02656	APOC3	APOC3_HUMAN
O14791	APOL1 APOL	APOL1_HUMAN
Q92482	AQP3	AQP3_HUMAN
O14520	AQP7 AQP7L AQP9	AQP7_HUMAN
O60306	AQR KIAA0560	AQR_HUMAN
Q66PJ3	ARL6IP4	AR6P4_HUMAN
Q8WWN8	ARAP3 CENTD3	ARAP3_HUMAN
Q9UKB5	AJAP1 MOT8 SHREW1	AJAP1_HUMAN
Q96IF1	AJUBA JUB	AJUBA_HUMAN
Q96JD6	AKR1E2 AKR1CL2 AKRDC1	AKCL2_HUMAN
Q9NQ31	AKIP1 BCA3 C11orf17	AKIP1_HUMAN
P00352	ALDH1A1 ALDC ALDH1 PUMB1	AL1A1_HUMAN
O94788	ALDH1A2 RALDH2	AL1A2_HUMAN
P49189	ALDH9A1 ALDH4 ALDH7 ALDH9	AL9A1_HUMAN
P84996	GNAS GNAS1	ALEX_HUMAN
O95076	ALX3	ALX3_HUMAN
P02760	AMBP HCP ITIL	AMBP_HUMAN
Q8N7J2	AMER2 FAM123A	AMER2_HUMAN
Q6ZTN6	ANKRD13D	AN13D_HUMAN
P39687	ANP32A C15orf1 LANP MAPM PHAP1	AN32A_HUMAN
O15123	ANGPT2	ANGP2_HUMAN
Q9Y2G4	ANKRD6 KIAA0957	ANKR6_HUMAN
Q9P2S6	ANKMY1 TSAL1 ZMYND13	ANKY1_HUMAN
O60678	PRMT3 HRMT1L3	ANM3_HUMAN
Q9BYT9	ANO3 C11orf25 TMEM16C GENX-3947	ANO3_HUMAN
Q9NXR5	ANKRD10	ANR10_HUMAN
Q6UB99	ANKRD11 ANCO1	ANR11_HUMAN
Q8TF21	ANKRD24 KIAA1981	ANR24_HUMAN
Q8N8A2	ANKRD44	ANR44_HUMAN
Q9ULJ7	ANKRD50 KIAA1223	ANR50_HUMAN
Q6NXT1	ANKRD54 LIAR	ANR54_HUMAN
Q8N8V4	ANKS4B HARP	ANS4B_HUMAN
P50995	ANXA11 ANX11	ANX11_HUMAN
P56377	AP1S2 DC22	AP1S2_HUMAN
Q96CW1	AP2M1 CLAPM1 KIAA0109	AP2M1_HUMAN
Q13367	AP3B2	AP3B2_HUMAN
O00189	AP4M1 MUARP2	AP4M1_HUMAN
Q9UJX3	ANAPC7 APC7	APC7_HUMAN
Q9UBZ4	APEX2 APE2 APEXL2 XTH2	APEX2_HUMAN
Q96BI3	APH1A PSF CGI-78 UNQ579/PRO1141	APH1A_HUMAN
P02749	APOH B2G1	APOH_HUMAN
O95445	APOM G3A NG20 HSPC336	APOM_HUMAN
P29972	AQP1 CHIP28	AQP1_HUMAN
A8MVX0	ARHGEF33	ARG33_HUMAN
Q9HCE6	ARHGEF10L GRINCHGEF KIAA1626	ARGAL_HUMAN
P05089	ARG1	ARGI1_HUMAN
P78540	ARG2	ARGI2_HUMAN
Q86TW2	ADCK1	ADCK1_HUMAN
P28332	ADH6	ADH6_HUMAN
P11766	ADH5 ADHX FDH	ADHX_HUMAN
Q0VDE8	ADIG	ADIG_HUMAN
Q9Y2D8	SSX2IP KIAA0923	ADIP_HUMAN
Q7Z4H4	ADM2 AM2	ADM2_HUMAN
P35318	ADM AM	ADML_HUMAN
P54922	ADPRH ARH1	ADPRH_HUMAN
Q9Y6U3	SCIN KIAA1905	ADSV_HUMAN
Q96SZ5	ADO C10orf22	AEDO_HUMAN
P42568	MLLT3 AF9 YEATS3	AF9_HUMAN
Q8N556	AFAP1 AFAP	AFAP1_HUMAN
P51826	AFF3 LAF4	AFF3_HUMAN
Q9H9L7	AKIRIN1 C1orf108	AKIR1_HUMAN
Q5T1N1	AKNAD1 C1orf62	AKND1_HUMAN
Q8N8R7	ARL14EP ARF7EP C11orf46	AL14E_HUMAN
P47895	ALDH1A3 ALDH6	AL1A3_HUMAN
P30837	ALDH1B1 ALDH5 ALDHX	AL1B1_HUMAN
Q53TS8	ALS2CR11	AL2SA_HUMAN
P43353	ALDH3B1 ALDH7	AL3B1_HUMAN
P30038	ALDH4A1 ALDH4 P5CDH	AL4A1_HUMAN
P49419	ALDH7A1 ATQ1	AL7A1_HUMAN
Q9Y673	ALG5 HSPC149	ALG5_HUMAN
Q9BVK2	ALG8 HUSSY-02	ALG8_HUMAN
Q13686	ALKBH1 ABH ABH1 ALKBH	ALKB1_HUMAN
Q8TCU4	ALMS1 KIAA0328	ALMS1_HUMAN
Q6DCA0	AMMECR1L	AMERL_HUMAN
Q9UKV5	AMFR RNF45	AMFR_HUMAN
Q8IY45	AMN1	AMN1_HUMAN
A6QL64	ANKRD36 ANKRD36A KIAA1641 UNQ2430/PRO499	AN36A_HUMAN
Q9P2R3	ANKFY1 ANKHZN KIAA1255	ANFY1_HUMAN
Q6UXH0	ANGPTL8 C19orf80 RIFL UNQ599/PRO1185	ANGL8_HUMAN
Q96BM1	ANKRD9	ANKR9_HUMAN
Q96LA8	PRMT6 HRMT1L6	ANM6_HUMAN
Q5XXA6	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	ANO1_HUMAN
P20594	NPR2 ANPRB	ANPRB_HUMAN
Q9H560	ANKRD19P ANKRD19	ANR19_HUMAN
Q86W74	ANKRD46	ANR46_HUMAN
Q9BZ19	ANKRD60 C20orf86	ANR60_HUMAN
P13928	ANXA8 ANX8	ANXA8_HUMAN
P28039	AOAH	AOAH_HUMAN
P27338	MAOB	AOFB_HUMAN
Q06278	AOX1 AO	AOXA_HUMAN
Q10567	AP1B1 ADTB1 BAM22 CLAPB2	AP1B1_HUMAN
O94973	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899	AP2A2_HUMAN
P63010	AP2B1 ADTB2 CLAPB1	AP2B1_HUMAN
Q92481	TFAP2B	AP2B_HUMAN
P53677	AP3M2	AP3M2_HUMAN
Q2VPB7	AP5B1 PP1030	AP5B1_HUMAN
Q02410	APBA1 MINT1 X11	APBA1_HUMAN
O96018	APBA3 MINT3 X11L2	APBA3_HUMAN
O00213	APBB1 FE65 RIR	APBB1_HUMAN
Q96DE5	ANAPC16 C10orf104 CENP-27	APC16_HUMAN
O60266	ADCY3 KIAA0511	ADCY3_HUMAN
Q6IQ32	ADNP2 KIAA0863 ZNF508	ADNP2_HUMAN
Q9H2P0	ADNP ADNP1 KIAA0784	ADNP_HUMAN
P55198	MLLT6 AF17	AF17_HUMAN
Q13015	MLLT11 AF1Q	AF1Q_HUMAN
Q99490	AGAP2 CENTG1 KIAA0167	AGAP2_HUMAN
Q96P64	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2	AGAP4_HUMAN
Q86SQ3	ADGRE4P EMR4 EMR4P GPR127 PGR16	AGRE4_HUMAN
Q8IZF7	ADGRF2 GPR111 PGR20	AGRF2_HUMAN
Q9BYV1	AGXT2 AGT2	AGT2_HUMAN
P30556	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	AGTR1_HUMAN
P50052	AGTR2	AGTR2_HUMAN
Q5TGY3	AHDC1	AHDC1_HUMAN
Q96BJ3	AIDA C1orf80	AIDA_HUMAN
Q8N1P7	AIM1L CRYBG2	AIM1L_HUMAN
Q04828	AKR1C1 DDH DDH1	AK1C1_HUMAN
P42330	AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS	AK1C3_HUMAN
P04075	ALDOA ALDA	ALDOA_HUMAN
P05062	ALDOB ALDB	ALDOB_HUMAN
Q5JTC6	AMER1 FAM123B WTX	AMER1_HUMAN
A6NCL7	ANKRD33B	AN33B_HUMAN
