Entry	Entry_name	Gene_names
P35527	K1C9_HUMAN	KRT9
P35548	MSX2_HUMAN	MSX2
P35555	FBN1_HUMAN	FBN1
P35556	FBN2_HUMAN	FBN2
P35557	HXK4_HUMAN	GCK
P35558	PCKGC_HUMAN	PCK1
P35573	GDE_HUMAN	AGL
P35575	G6PC_HUMAN	G6PC
P35579	MYH9_HUMAN	MYH9
P35609	ACTN2_HUMAN	ACTN2
P35625	TIMP3_HUMAN	TIMP3
P35637	FUS_HUMAN	FUS
P35638	DDIT3_HUMAN	DDIT3
P35658	NU214_HUMAN	NUP214
P35670	ATP7B_HUMAN	ATP7B
P35680	HNF1B_HUMAN	HNF1B
P35713	SOX18_HUMAN	SOX18
P35749	MYH11_HUMAN	MYH11
P35908	K22E_HUMAN	KRT2
P35913	PDE6B_HUMAN	PDE6B
P35914	HMGCL_HUMAN	HMGCL
P35916	VGFR3_HUMAN	FLT4
P35968	VGFR2_HUMAN	KDR
P36021	MOT8_HUMAN	SLC16A2
P36382	CXA5_HUMAN	GJA5
P36507	MP2K2_HUMAN	MAP2K2
P36551	HEM6_HUMAN	CPOX
P36871	PGM1_HUMAN	PGM1
P36888	FLT3_HUMAN	FLT3
P36894	BMR1A_HUMAN	BMPR1A
P36897	TGFR1_HUMAN	TGFBR1
P36955	PEDF_HUMAN	SERPINF1
P37023	ACVL1_HUMAN	ACVRL1
P37058	DHB3_HUMAN	HSD17B3
P37088	SCNNA_HUMAN	SCNN1A
P37173	TGFR2_HUMAN	TGFBR2
P37198	NUP62_HUMAN	NUP62
P37231	PPARG_HUMAN	PPARG
P37275	ZEB1_HUMAN	ZEB1
P37287	PIGA_HUMAN	PIGA
P37837	TALDO_HUMAN	TALDO1
P37840	SYUA_HUMAN	SNCA
P38117	ETFB_HUMAN	ETFB
P38398	BRCA1_HUMAN	BRCA1
P38405	GNAL_HUMAN	GNAL
P38435	VKGC_HUMAN	GGCX
P38484	INGR2_HUMAN	IFNGR2
P38571	LICH_HUMAN	LIPA
P38935	SMBP2_HUMAN	IGHMBP2
P39019	RS19_HUMAN	RPS19
P39060	COIA1_HUMAN	COL18A1
P39210	MPV17_HUMAN	MPV17
P39656	OST48_HUMAN	DDOST
P39877	PA2G5_HUMAN	PLA2G5
P39905	GDNF_HUMAN	GDNF
P40200	TACT_HUMAN	CD96
P40225	TPO_HUMAN	THPO
P40238	TPOR_HUMAN	MPL
P40259	CD79B_HUMAN	CD79B
P40337	VHL_HUMAN	VHL
P40424	PBX1_HUMAN	PBX1
P40692	MLH1_HUMAN	MLH1
P40763	STAT3_HUMAN	STAT3
P40855	PEX19_HUMAN	PEX19
P40879	S26A3_HUMAN	SLC26A3
P40939	ECHA_HUMAN	HADHA
P41159	LEP_HUMAN	LEP
P41180	CASR_HUMAN	CASR
P41181	AQP2_HUMAN	AQP2
P41212	ETV6_HUMAN	ETV6
P41221	WNT5A_HUMAN	WNT5A
P41225	SOX3_HUMAN	SOX3
P41227	NAA10_HUMAN	NAA10
P41229	KDM5C_HUMAN	KDM5C
P41235	HNF4A_HUMAN	HNF4A
P41250	GARS_HUMAN	GARS
P41279	M3K8_HUMAN	MAP3K8
P41732	TSN7_HUMAN	TSPAN7
P42166	LAP2A_HUMAN	TMPO
P42167	LAP2B_HUMAN	TMPO
P42224	STAT1_HUMAN	STAT1
P42263	GRIA3_HUMAN	GRIA3
P42336	PK3CA_HUMAN	PIK3CA
P42568	AF9_HUMAN	MLLT3
P42658	DPP6_HUMAN	DPP6
P42702	LIFR_HUMAN	LIFR
P42704	LPPRC_HUMAN	LRPPRC
P42768	WASP_HUMAN	WAS
P42771	CDN2A_HUMAN	CDKN2A
P42772	CDN2B_HUMAN	CDKN2B
P42858	HD_HUMAN	HTT
P42892	ECE1_HUMAN	ECE1
P42898	MTHR_HUMAN	MTHFR
P43003	EAA1_HUMAN	SLC1A3
P43026	GDF5_HUMAN	GDF5
P43034	LIS1_HUMAN	PAFAH1B1
P43080	GUC1A_HUMAN	GUCA1A
P43146	DCC_HUMAN	DCC
P43235	CATK_HUMAN	CTSK
P43243	MATR3_HUMAN	MATR3
P43246	MSH2_HUMAN	MSH2
P43251	BTD_HUMAN	BTD
P43320	CRBB2_HUMAN	CRYBB2
P43403	ZAP70_HUMAN	ZAP70
P43657	LPAR6_HUMAN	LPAR6
P43681	ACHA4_HUMAN	CHRNA4
P43694	GATA4_HUMAN	GATA4
P43699	NKX21_HUMAN	NKX2-1
P43897	EFTS_HUMAN	TSFM
P45378	TNNT3_HUMAN	TNNT3
P45379	TNNT2_HUMAN	TNNT2
P45381	ACY2_HUMAN	ASPA
P45452	MMP13_HUMAN	MMP13
P45954	ACDSB_HUMAN	ACADSB
P46019	KPB2_HUMAN	PHKA2
P46020	KPB1_HUMAN	PHKA1
P46100	ATRX_HUMAN	ATRX
P46527	CDN1B_HUMAN	CDKN1B
P46531	NOTC1_HUMAN	NOTCH1
P46777	RL5_HUMAN	RPL5
P46778	RL21_HUMAN	RPL21
P46783	RS10_HUMAN	RPS10
P46976	GLYG_HUMAN	GYG1
P47804	RGR_HUMAN	RGR
P47895	AL1A3_HUMAN	ALDH1A3
P47989	XDH_HUMAN	XDH
P48023	TNFL6_HUMAN	FASLG
P48029	SC6A8_HUMAN	SLC6A8
P48048	KCNJ1_HUMAN	KCNJ1
P48165	CXA8_HUMAN	GJA8
P48167	GLRB_HUMAN	GLRB
P48357	LEPR_HUMAN	LEPR
P48382	RFX5_HUMAN	RFX5
P48431	SOX2_HUMAN	SOX2
P48436	SOX9_HUMAN	SOX9
P48506	GSH1_HUMAN	GCLC
P48509	CD151_HUMAN	CD151
P48544	KCNJ5_HUMAN	KCNJ5
P48637	GSHB_HUMAN	GSS
P48643	TCPE_HUMAN	CCT5
P48728	GCST_HUMAN	AMT
P48730	KC1D_HUMAN	CSNK1D
P48735	IDHP_HUMAN	IDH2
P48740	MASP1_HUMAN	MASP1
P48788	TNNI2_HUMAN	TNNI2
P49247	RPIA_HUMAN	RPIA
P49257	LMAN1_HUMAN	LMAN1
P49281	NRAM2_HUMAN	SLC11A2
P49335	PO3F4_HUMAN	POU3F4
P49411	EFTU_HUMAN	TUFM
P49419	AL7A1_HUMAN	ALDH7A1
P49459	UBE2A_HUMAN	UBE2A
P49588	SYAC_HUMAN	AARS
P49590	SYHM_HUMAN	HARS2
P49638	TTPA_HUMAN	TTPA
P49639	HXA1_HUMAN	HOXA1
P49675	STAR_HUMAN	STAR
P49711	CTCF_HUMAN	CTCF
P49715	CEBPA_HUMAN	CEBPA
P49747	COMP_HUMAN	COMP
P49748	ACADV_HUMAN	ACADVL
P49768	PSN1_HUMAN	PSEN1
P49770	EI2BB_HUMAN	EIF2B2
P49773	HINT1_HUMAN	HINT1
P49792	RBP2_HUMAN	RANBP2
P49810	PSN2_HUMAN	PSEN2
P49815	TSC2_HUMAN	TSC2
P49821	NDUV1_HUMAN	NDUFV1
P49895	IOD1_HUMAN	DIO1
P49915	GUAA_HUMAN	GMPS
P49917	DNLI4_HUMAN	LIG4
P49918	CDN1C_HUMAN	CDKN1C
P49959	MRE11_HUMAN	MRE11
P50052	AGTR2_HUMAN	AGTR2
P50148	GNAQ_HUMAN	GNAQ
P50219	MNX1_HUMAN	MNX1
P50221	MEOX1_HUMAN	MEOX1
P50281	MMP14_HUMAN	MMP14
P50336	PPOX_HUMAN	PPOX
P50402	EMD_HUMAN	EMD
P50416	CPT1A_HUMAN	CPT1A
P50440	GATM_HUMAN	GATM
P50443	S26A2_HUMAN	SLC26A2
P50454	SERPH_HUMAN	SERPINH1
P50461	CSRP3_HUMAN	CSRP3
P50542	PEX5_HUMAN	PEX5
P50548	ERF_HUMAN	ERF
P50549	ETV1_HUMAN	ETV1
P50553	ASCL1_HUMAN	ASCL1
P50570	DYN2_HUMAN	DNM2
P50747	BPL1_HUMAN	HLCS
P50851	LRBA_HUMAN	LRBA
P50897	PPT1_HUMAN	PPT1
P50993	AT1A2_HUMAN	ATP1A2
P51149	RAB7A_HUMAN	RAB7A
P51157	RAB28_HUMAN	RAB28
P51159	RB27A_HUMAN	RAB27A
P51160	PDE6C_HUMAN	PDE6C
P51168	SCNNB_HUMAN	SCNN1B
P51170	SCNNG_HUMAN	SCNN1G
P51178	PLCD1_HUMAN	PLCD1
P51451	BLK_HUMAN	BLK
P51460	INSL3_HUMAN	INSL3
P51508	ZNF81_HUMAN	ZNF81
P51530	DNA2_HUMAN	DNA2
P51531	SMCA2_HUMAN	SMARCA2
P51532	SMCA4_HUMAN	SMARCA4
P51570	GALK1_HUMAN	GALK1
P51572	BAP31_HUMAN	BCAP31
P51580	TPMT_HUMAN	TPMT
P51587	BRCA2_HUMAN	BRCA2
P51606	RENBP_HUMAN	RENBP
P51608	MECP2_HUMAN	MECP2
P51610	HCFC1_HUMAN	HCFC1
P51648	AL3A2_HUMAN	ALDH3A2
P51649	SSDH_HUMAN	ALDH5A1
P51654	GPC3_HUMAN	GPC3
P51659	DHB4_HUMAN	HSD17B4
P51671	CCL11_HUMAN	CCL11
P51687	SUOX_HUMAN	SUOX
P51688	SPHM_HUMAN	SGSH
P51690	ARSE_HUMAN	ARSE
P51692	STA5B_HUMAN	STAT5B
P51787	KCNQ1_HUMAN	KCNQ1
P51795	CLCN5_HUMAN	CLCN5
P51798	CLCN7_HUMAN	CLCN7
P51800	CLCKA_HUMAN	CLCNKA
P51801	CLCKB_HUMAN	CLCNKB
P51810	GP143_HUMAN	GPR143
P51811	XK_HUMAN	XK
P51812	KS6A3_HUMAN	RPS6KA3
P51814	ZNF41_HUMAN	ZNF41
P51816	AFF2_HUMAN	AFF2
P51825	AFF1_HUMAN	AFF1
P51843	NR0B1_HUMAN	NR0B1
P51857	AK1D1_HUMAN	AKR1D1
P51861	CDR1_HUMAN	CDR1
P51955	NEK2_HUMAN	NEK2
P52209	6PGD_HUMAN	PGD
P52333	JAK3_HUMAN	JAK3
P52429	DGKE_HUMAN	DGKE
P52565	GDIR1_HUMAN	ARHGDIA
P52701	MSH6_HUMAN	MSH6
P52732	KIF11_HUMAN	KIF11
P52788	SPSY_HUMAN	SMS
P52895	AK1C2_HUMAN	AKR1C2
P52926	HMGA2_HUMAN	HMGA2
P52945	PDX1_HUMAN	PDX1
P52952	NKX25_HUMAN	NKX2-5
P53004	BIEA_HUMAN	BLVRA
P53007	TXTP_HUMAN	SLC25A1
P53420	CO4A4_HUMAN	COL4A4
P53597	SUCA_HUMAN	SUCLG1
P53634	CATC_HUMAN	CTSC
P53673	CRBA4_HUMAN	CRYBA4
P53674	CRBB1_HUMAN	CRYBB1
P53680	AP2S1_HUMAN	AP2S1
P53701	CCHL_HUMAN	HCCS
P53985	MOT1_HUMAN	SLC16A1
P54098	DPOG1_HUMAN	POLG
P54132	BLM_HUMAN	BLM
P54198	HIRA_HUMAN	HIRA
P54252	ATX3_HUMAN	ATXN3
P54253	ATX1_HUMAN	ATXN1
P54259	ATN1_HUMAN	ATN1
P54278	PMS2_HUMAN	PMS2
P54577	SYYC_HUMAN	YARS
P54710	ATNG_HUMAN	FXYD2
P54802	ANAG_HUMAN	NAGLU
P54803	GALC_HUMAN	GALC
P54819	KAD2_HUMAN	AK2
P54821	PRRX1_HUMAN	PRRX1
P54840	GYS2_HUMAN	GYS2
P54845	NRL_HUMAN	NRL
P54868	HMCS2_HUMAN	HMGCS2
P54886	P5CS_HUMAN	ALDH18A1
P55000	SLUR1_HUMAN	SLURP1
P55017	S12A3_HUMAN	SLC12A3
P55064	AQP5_HUMAN	AQP5
P55072	TERA_HUMAN	VCP
P55075	FGF8_HUMAN	FGF8
P55084	ECHB_HUMAN	HADHB
P55157	MTP_HUMAN	MTTP
P55197	AF10_HUMAN	MLLT10
P55263	ADK_HUMAN	ADK
P55265	DSRAD_HUMAN	ADAR
P55268	LAMB2_HUMAN	LAMB2
P55273	CDN2D_HUMAN	CDKN2D
P55291	CAD15_HUMAN	CDH15
P55316	FOXG1_HUMAN	FOXG1
P55771	PAX9_HUMAN	PAX9
P55789	ALR_HUMAN	GFER
P55809	SCOT1_HUMAN	OXCT1
P55895	RAG2_HUMAN	RAG2
P56178	DLX5_HUMAN	DLX5
P56279	TCL1A_HUMAN	TCL1A
P56377	AP1S2_HUMAN	AP1S2
P56381	ATP5E_HUMAN	ATP5F1E
P56539	CAV3_HUMAN	CAV3
P56589	PEX3_HUMAN	PEX3
P56693	SOX10_HUMAN	SOX10
P56696	KCNQ4_HUMAN	KCNQ4
P56703	WNT3_HUMAN	WNT3
P56704	WNT3A_HUMAN	WNT3A
P56705	WNT4_HUMAN	WNT4
P56715	RP1_HUMAN	RP1
P56730	NETR_HUMAN	PRSS12
P57076	CU059_HUMAN	C21orf59
P57082	TBX4_HUMAN	TBX4
P57679	EVC_HUMAN	EVC
P57727	TMPS3_HUMAN	TMPRSS3
P57775	FBXW4_HUMAN	FBXW4
P57796	CABP4_HUMAN	CABP4
P58012	FOXL2_HUMAN	FOXL2
P58304	VSX2_HUMAN	VSX2
P58335	ANTR2_HUMAN	ANTXR2
P58340	MLF1_HUMAN	MLF1
P58400	NRX1B_HUMAN	NRXN1
P58418	CLRN1_HUMAN	CLRN1
P58743	S26A5_HUMAN	SLC26A5
P59046	NAL12_HUMAN	NLRP12
P60033	CD81_HUMAN	CD81
P60174	TPIS_HUMAN	TPI1
P60201	MYPR_HUMAN	PLP1
P60484	PTEN_HUMAN	PTEN
P60709	ACTB_HUMAN	ACTB
P60891	PRPS1_HUMAN	PRPS1
P60896	SEM1_HUMAN	SEM1
P61073	CXCR4_HUMAN	CXCR4
P61254	RL26_HUMAN	RPL26
P61457	PHS_HUMAN	PCBD1
P61626	LYSC_HUMAN	LYZ
P61764	STXB1_HUMAN	STXBP1
P61769	B2MG_HUMAN	B2M
P61812	TGFB2_HUMAN	TGFB2
P61916	NPC2_HUMAN	NPC2
P61966	AP1S1_HUMAN	AP1S1
P62081	RS7_HUMAN	RPS7
P62263	RS14_HUMAN	RPS14
P62304	RUXE_HUMAN	SNRPE
P62633	CNBP_HUMAN	CNBP
P62701	RS4X_HUMAN	RPS4X
P62736	ACTA_HUMAN	ACTA2
P62847	RS24_HUMAN	RPS24
P62854	RS26_HUMAN	RPS26
P62913	RL11_HUMAN	RPL11
P63092	GNAS2_HUMAN	GNAS
P63162	RSMN_HUMAN	SNRPN
P63165	SUMO1_HUMAN	SUMO1
P63252	KCNJ2_HUMAN	KCNJ2
P63261	ACTG_HUMAN	ACTG1
P63316	TNNC1_HUMAN	TNNC1
P68032	ACTC_HUMAN	ACTC1
P68133	ACTS_HUMAN	ACTA1
P68871	HBB_HUMAN	HBB
P69891	HBG1_HUMAN	HBG1
P69892	HBG2_HUMAN	HBG2
P78314	3BP2_HUMAN	SH3BP2
P78318	IGBP1_HUMAN	IGBP1
P78330	SERB_HUMAN	PSPH
P78337	PITX1_HUMAN	PITX1
P78363	ABCA4_HUMAN	ABCA4
P78364	PHC1_HUMAN	PHC1
P78367	NKX32_HUMAN	NKX3-2
P78381	S35A2_HUMAN	SLC35A2
P78382	S35A1_HUMAN	SLC35A1
P78385	KRT83_HUMAN	KRT83
P78386	KRT85_HUMAN	KRT85
P78411	IRX5_HUMAN	IRX5
P78424	PO6F2_HUMAN	POU6F2
P78428	P78428_HUMAN	TH
P78504	JAG1_HUMAN	JAG1
P78508	KCJ10_HUMAN	KCNJ10
P78509	RELN_HUMAN	RELN
P78536	ADA17_HUMAN	ADAM17
P78542	P78542_HUMAN	HK1-tb
P78560	CRADD_HUMAN	CRADD
P78562	PHEX_HUMAN	PHEX
P80365	DHI2_HUMAN	HSD11B2
P80404	GABT_HUMAN	ABAT
P81133	SIM1_HUMAN	SIM1
P81172	HEPC_HUMAN	HAMP
P81274	GPSM2_HUMAN	GPSM2
P82251	BAT1_HUMAN	SLC7A9
P82279	CRUM1_HUMAN	CRB1
P82650	RT22_HUMAN	MRPS22
P83436	COG7_HUMAN	COG7
P84022	SMAD3_HUMAN	SMAD3
P84996	ALEX_HUMAN	GNAS
P98073	ENTK_HUMAN	TMPRSS15
P98155	VLDLR_HUMAN	VLDLR
P98160	PGBM_HUMAN	HSPG2
P98161	PKD1_HUMAN	PKD1
P98164	LRP2_HUMAN	LRP2
P98170	XIAP_HUMAN	XIAP
P98172	EFNB1_HUMAN	EFNB1
P98174	FGD1_HUMAN	FGD1
P98175	RBM10_HUMAN	RBM10
P98177	FOXO4_HUMAN	FOXO4
P98194	AT2C1_HUMAN	ATP2C1
P99999	CYC_HUMAN	CYCS
Q00005	2ABB_HUMAN	PPP2R2B
Q00266	METK1_HUMAN	MAT1A
Q00325	MPCP_HUMAN	SLC25A3
Q00597	FANCC_HUMAN	FANCC
Q00604	NDP_HUMAN	NDP
Q00653	NFKB2_HUMAN	NFKB2
Q00872	MYPC1_HUMAN	MYBPC1
Q00973	B4GN1_HUMAN	B4GALNT1
Q00987	MDM2_HUMAN	MDM2
Q00LT1	PRCD_HUMAN	PRCD
Q01196	RUNX1_HUMAN	RUNX1
Q01453	PMP22_HUMAN	PMP22
Q01484	ANK2_HUMAN	ANK2
Q01668	CAC1D_HUMAN	CACNA1D
Q01718	ACTHR_HUMAN	MC2R
Q01726	MSHR_HUMAN	MC1R
Q01831	XPC_HUMAN	XPC
Q01844	EWS_HUMAN	EWSR1
Q01955	CO4A3_HUMAN	COL4A3
Q01959	SC6A3_HUMAN	SLC6A3
Q01968	OCRL_HUMAN	OCRL
Q01974	ROR2_HUMAN	ROR2
Q02094	RHAG_HUMAN	RHAG
Q02127	PYRD_HUMAN	DHODH
Q02218	ODO1_HUMAN	OGDH
Q02246	CNTN2_HUMAN	CNTN2
Q02318	CP27A_HUMAN	CYP27A1
Q02388	CO7A1_HUMAN	COL7A1
Q02413	DSG1_HUMAN	DSG1
Q02487	DSC2_HUMAN	DSC2
Q02556	IRF8_HUMAN	IRF8
Q02643	GHRHR_HUMAN	GHRHR
Q02750	MP2K1_HUMAN	MAP2K1
Q02763	TIE2_HUMAN	TEK
Q02809	PLOD1_HUMAN	PLOD1
Q02846	GUC2D_HUMAN	GUCY2D
Q02962	PAX2_HUMAN	PAX2
Q03001	DYST_HUMAN	DST
Q03111	ENL_HUMAN	MLLT1
Q03135	CAV1_HUMAN	CAV1
Q03154	ACY1_HUMAN	ACY1
Q03164	KMT2A_HUMAN	KMT2A
Q03393	PTPS_HUMAN	PTS
Q03395	ROM1_HUMAN	ROM1
Q03426	KIME_HUMAN	MVK
Q03431	PTH1R_HUMAN	PTH1R
Q03468	ERCC6_HUMAN	ERCC6
Q03518	TAP1_HUMAN	TAP1
Q03519	TAP2_HUMAN	TAP2
Q03692	COAA1_HUMAN	COL10A1
Q04446	GLGB_HUMAN	GBE1
Q04637	IF4G1_HUMAN	EIF4G1
Q04656	ATP7A_HUMAN	ATP7A
Q04671	P_HUMAN	OCA2
Q04695	K1C17_HUMAN	KRT17
Q04721	NOTC2_HUMAN	NOTCH2
Q04743	EMX2_HUMAN	EMX2
Q04771	ACVR1_HUMAN	ACVR1
Q04844	ACHE_HUMAN	CHRNE
Q05066	SRY_HUMAN	SRY
Q05086	UBE3A_HUMAN	UBE3A
Q05209	PTN12_HUMAN	PTPN12
Q05516	ZBT16_HUMAN	ZBTB16
Q05586	NMDZ1_HUMAN	GRIN1
Q05655	KPCD_HUMAN	PRKCD
Q05707	COEA1_HUMAN	COL14A1
Q05823	RN5A_HUMAN	RNASEL
Q05BJ6	Q05BJ6_HUMAN	CEP290
Q05BK6	Q05BK6_HUMAN	TFG
Q05BM7	Q05BM7_HUMAN	OTOA
Q05C20	Q05C20_HUMAN	DMRT2
Q05C45	Q05C45_HUMAN	NEB
Q05C57	Q05C57_HUMAN	CYP7B1
Q05CI3	Q05CI3_HUMAN	C7
Q05CP8	Q05CP8_HUMAN	CCDC6
Q05CU4	Q05CU4_HUMAN	CYP19A1
Q05CV5	Q05CV5_HUMAN	SLCO1B1
Q05CZ1	Q05CZ1_HUMAN	SYNJ1
Q05D26	Q05D26_HUMAN	BLK
Q05D78	Q05D78_HUMAN	MRE11A
Q05DL5	Q05DL5_HUMAN	MED23
Q06124	PTN11_HUMAN	PTPN11
Q06187	BTK_HUMAN	BTK
Q06210	GFPT1_HUMAN	GFPT1
Q06330	SUH_HUMAN	RBPJ
Q06413	MEF2C_HUMAN	MEF2C
Q06495	NPT2A_HUMAN	SLC34A1
Q06609	RAD51_HUMAN	RAD51
Q06710	PAX8_HUMAN	PAX8
Q06787	FMR1_HUMAN	FMR1
Q06AH7	Q06AH7_HUMAN	TF
Q07001	ACHD_HUMAN	CHRND
Q07617	SPAG1_HUMAN	SPAG1
Q07699	SCN1B_HUMAN	SCN1B
Q07812	BAX_HUMAN	BAX
Q07837	SLC31_HUMAN	SLC3A1
Q07864	DPOE1_HUMAN	POLE
Q07889	SOS1_HUMAN	SOS1
Q07973	CP24A_HUMAN	CYP24A1
Q08289	CACB2_HUMAN	CACNB2
Q08334	I10R2_HUMAN	IL10RB
Q08357	S20A2_HUMAN	SLC20A2
Q08499	PDE4D_HUMAN	PDE4D
Q08881	ITK_HUMAN	ITK
Q08AG9	Q08AG9_HUMAN	CYP21A2
Q08J23	NSUN2_HUMAN	NSUN2
Q09013	DMPK_HUMAN	DMPK
Q09428	ABCC8_HUMAN	ABCC8
Q09470	KCNA1_HUMAN	KCNA1
Q09472	EP300_HUMAN	EP300
Q0D2K0	NIPA4_HUMAN	NIPAL4
Q0IJ44	Q0IJ44_HUMAN	FGFR3
Q0P517	Q0P517_HUMAN	EYA1
Q0PJU0	Q0PJU0_HUMAN	OPN1SW
Q0VG99	MESP2_HUMAN	MESP2
Q0VGD7	Q0VGD7_HUMAN	PTH1R
Q0ZFD6	Q0ZFD6_HUMAN	CYB
Q0ZGT2	NEXN_HUMAN	NEXN
Q0ZLH3	PJVK_HUMAN	PJVK
Q10469	MGAT2_HUMAN	MGAT2
Q10571	MN1_HUMAN	MN1
Q11203	SIAT6_HUMAN	ST3GAL3
Q12756	KIF1A_HUMAN	KIF1A
Q12768	WASC5_HUMAN	WASHC5
Q12778	FOXO1_HUMAN	FOXO1
Q12791	KCMA1_HUMAN	KCNMA1
Q12794	HYAL1_HUMAN	HYAL1
Q12805	FBLN3_HUMAN	EFEMP1
Q12809	KCNH2_HUMAN	KCNH2
Q12824	SNF5_HUMAN	SMARCB1
Q12840	KIF5A_HUMAN	KIF5A
Q12860	CNTN1_HUMAN	CNTN1
Q12866	MERTK_HUMAN	MERTK
Q12879	NMDE1_HUMAN	GRIN2A
Q12882	DPYD_HUMAN	DPYD
Q12904	AIMP1_HUMAN	AIMP1
Q12908	NTCP2_HUMAN	SLC10A2
Q12913	PTPRJ_HUMAN	PTPRJ
Q12934	BFSP1_HUMAN	BFSP1
Q12946	FOXF1_HUMAN	FOXF1
Q12948	FOXC1_HUMAN	FOXC1
Q12951	FOXI1_HUMAN	FOXI1
Q12955	ANK3_HUMAN	ANK3
Q12965	MYO1E_HUMAN	MYO1E
Q12988	HSPB3_HUMAN	HSPB3
Q13002	GRIK2_HUMAN	GRIK2
Q13043	STK4_HUMAN	STK4
Q13049	TRI32_HUMAN	TRIM32
Q13061	TRDN_HUMAN	TRDN
Q13064	MKRN3_HUMAN	MKRN3
Q13085	ACACA_HUMAN	ACACA
Q13099	IFT88_HUMAN	IFT88
Q13126	MTAP_HUMAN	MTAP
Q13144	EI2BE_HUMAN	EIF2B5
Q13148	TADBP_HUMAN	TARDBP
Q13158	FADD_HUMAN	FADD
Q13216	ERCC8_HUMAN	ERCC8
Q13219	PAPP1_HUMAN	PAPPA
Q13224	NMDE2_HUMAN	GRIN2B
Q13233	M3K1_HUMAN	MAP3K1
Q13253	NOGG_HUMAN	NOG
Q13255	GRM1_HUMAN	GRM1
Q13285	STF1_HUMAN	NR5A1
Q13286	CLN3_HUMAN	CLN3
Q13315	ATM_HUMAN	ATM
Q13316	DMP1_HUMAN	DMP1
Q13326	SGCG_HUMAN	SGCG
Q13344	Q13344_HUMAN	
Q13351	KLF1_HUMAN	KLF1
Q13402	MYO7A_HUMAN	MYO7A
Q13415	ORC1_HUMAN	ORC1
Q13423	NNTM_HUMAN	NNT
Q13424	SNTA1_HUMAN	SNTA1
Q13428	TCOF_HUMAN	TCOF1
Q13429	Q13429_HUMAN	IGF1
Q13432	U119A_HUMAN	UNC119
Q13443	ADAM9_HUMAN	ADAM9
Q13454	TUSC3_HUMAN	TUSC3
Q13461	FOXE3_HUMAN	FOXE3
Q13485	SMAD4_HUMAN	SMAD4
Q13488	VPP3_HUMAN	TCIRG1
Q13492	PICAL_HUMAN	PICALM
Q13495	MAMD1_HUMAN	MAMLD1
Q13496	MTM1_HUMAN	MTM1
Q13501	SQSTM_HUMAN	SQSTM1
Q13509	TBB3_HUMAN	TUBB3
Q13510	ASAH1_HUMAN	ASAH1
Q13515	BFSP2_HUMAN	BFSP2
Q13535	ATR_HUMAN	ATR
Q13562	NDF1_HUMAN	NEUROD1
Q13563	PKD2_HUMAN	PKD2
Q13568	IRF5_HUMAN	IRF5
Q13586	STIM1_HUMAN	STIM1
Q13609	DNSL3_HUMAN	DNASE1L3
Q13614	MTMR2_HUMAN	MTMR2
Q13618	CUL3_HUMAN	CUL3
Q13620	CUL4B_HUMAN	CUL4B
Q13621	S12A1_HUMAN	SLC12A1
Q13627	DYR1A_HUMAN	DYRK1A
Q13635	PTC1_HUMAN	PTCH1
Q13641	TPBG_HUMAN	TPBG
Q13642	FHL1_HUMAN	FHL1
Q13651	I10R1_HUMAN	IL10RA
Q13683	ITA7_HUMAN	ITGA7
Q13698	CAC1S_HUMAN	CACNA1S
Q13702	RAPSN_HUMAN	RAPSN
Q13705	AVR2B_HUMAN	ACVR2B
Q13724	MOGS_HUMAN	MOGS
Q13751	LAMB3_HUMAN	LAMB3
Q13753	LAMC2_HUMAN	LAMC2
Q13772	NCOA4_HUMAN	NCOA4
Q13813	SPTN1_HUMAN	SPTAN1
Q13825	AUHM_HUMAN	AUH
Q13835	PKP1_HUMAN	PKP1
Q13873	BMPR2_HUMAN	BMPR2
Q13936	CAC1C_HUMAN	CACNA1C
Q13950	RUNX2_HUMAN	RUNX2
Q13951	PEBB_HUMAN	CBFB
Q13956	CNCG_HUMAN	PDE6H
Q13976	KGP1_HUMAN	PRKG1
Q14003	KCNC3_HUMAN	KCNC3
Q14025	Q14025_HUMAN	
Q14028	CNGB1_HUMAN	CNGB1
Q14031	CO4A6_HUMAN	COL4A6
Q14032	BAAT_HUMAN	BAAT
Q14050	CO9A3_HUMAN	COL9A3
Q14055	CO9A2_HUMAN	COL9A2
Q14108	SCRB2_HUMAN	SCARB2
Q14117	DPYS_HUMAN	DPYS
Q14118	DAG1_HUMAN	DAG1
Q14126	DSG2_HUMAN	DSG2
Q14191	WRN_HUMAN	WRN
Q14192	FHL2_HUMAN	FHL2
Q14203	DCTN1_HUMAN	DCTN1
Q14204	DYHC1_HUMAN	DYNC1H1
Q14214	Q14214_HUMAN	
Q14232	EI2BA_HUMAN	EIF2B1
Q14315	FLNC_HUMAN	FLNC
Q14331	FRG1_HUMAN	FRG1
Q14353	GAMT_HUMAN	GAMT
Q14376	GALE_HUMAN	GALE
Q14435	GALT3_HUMAN	GALNT3
Q14524	SCN5A_HUMAN	SCN5A
Q14533	KRT81_HUMAN	KRT81
Q14563	SEM3A_HUMAN	SEMA3A
Q14566	MCM6_HUMAN	MCM6
Q14574	DSC3_HUMAN	DSC3
Q14623	IHH_HUMAN	IHH
Q14626	I11RA_HUMAN	IL11RA
Q14643	ITPR1_HUMAN	ITPR1
Q14654	KCJ11_HUMAN	KCNJ11
Q14666	Q14666_HUMAN	
Q14678	KANK1_HUMAN	KANK1
Q14683	SMC1A_HUMAN	SMC1A
